="表2 维度二异质性分析：机构持股分组"

="92.id",="0.311***",="-0.303***"
="",="(0.0364)",="(0.0214)"

="93.id",="0.0584*",="-0.335***"
="",="(0.0333)",="(0.0297)"

="94.id",="-0.126**",="-0.748***"
="",="(0.0557)",="(0.0322)"

="95.id",="0.875***",="-0.558***"
="",="(0.0493)",="(0.0271)"

="96.id",="0.197***",="-0.399***"
="",="(0.0459)",="(0.0446)"

="97.id",="-0.101**",="-0.404***"
="",="(0.0429)",="(0.0316)"

="98.id",="-0.140***",="-0.522***"
="",="(0.0508)",="(0.0325)"

="99.id",="0.290***",="0.0180"
="",="(0.0772)",="(0.0208)"

="100.id",="-0.855***",="-0.131***"
="",="(0.0338)",="(0.0404)"

="101.id",="-0.0885**",="0.111***"
="",="(0.0406)",="(0.0281)"

="102.id",="0.353***",="0.350***"
="",="(0.0568)",="(0.0426)"

="103.id",="-0.380***",="-0.0784**"
="",="(0.0394)",="(0.0394)"

="104.id",="0.446***",="0.364***"
="",="(0.0531)",="(0.0416)"

="105.id",="0.228***",="-0.278***"
="",="(0.0385)",="(0.0373)"

="106.id",="0.296***",="0.367***"
="",="(0.0530)",="(0.0335)"

="107.id",="0.252***",="-0.814***"
="",="(0.0401)",="(0.0255)"

="108.id",="-0.0178",="0.0257"
="",="(0.0307)",="(0.0389)"

="109.id",="-0.174***",="-0.513***"
="",="(0.0560)",="(0.0347)"

="110.id",="0.374***",="0.241***"
="",="(0.0475)",="(0.0418)"

="111.id",="0.461***",="-0.163***"
="",="(0.0337)",="(0.0351)"

="112.id",="0.543***",="0.302***"
="",="(0.0431)",="(0.0543)"

="113.id",="0.110**",="-0.0704**"
="",="(0.0443)",="(0.0311)"

="114.id",="-1.330***",="-0.110***"
="",="(0.0791)",="(0.0252)"

="115.id",="-0.238***",="-0.689***"
="",="(0.0333)",="(0.0653)"

="116.id",="-0.000388",="-0.878***"
="",="(0.0332)",="(0.0325)"

="117.id",="0.406***",="-0.541***"
="",="(0.0447)",="(0.0218)"

="118.id",="-0.544***",="-0.728***"
="",="(0.0275)",="(0.0269)"

="119.id",="0.139***",="-0.346***"
="",="(0.0376)",="(0.0213)"

="120.id",="0.181***",="-0.205***"
="",="(0.0341)",="(0.0339)"

="121.id",="0.612***",="-0.173***"
="",="(0.0521)",="(0.0355)"

="122.id",="0.371***",="0.153***"
="",="(0.0427)",="(0.0432)"

="123.id",="0.134***",="0.680***"
="",="(0.0406)",="(0.0559)"

="124.id",="0.0542",="0.0862**"
="",="(0.0611)",="(0.0367)"

="125.id",="0.321***",="-0.0857*"
="",="(0.0392)",="(0.0461)"

="126.id",="0.520***",="-0.386***"
="",="(0.0483)",="(0.0302)"

="127.id",="-0.0722",="0.529***"
="",="(0.0546)",="(0.0442)"

="128.id",="0.308***",="0.779***"
="",="(0.0408)",="(0.0304)"

="129.id",="0.185***",="0.0353*"
="",="(0.0288)",="(0.0212)"

="130.id",="-0.209***",="0.272***"
="",="(0.0325)",="(0.0399)"

="131.id",="0.399***",="-0.240***"
="",="(0.0399)",="(0.0336)"

="132.id",="0.166***",="-0.409***"
="",="(0.0414)",="(0.0430)"

="133.id",="0.251***",="0.360***"
="",="(0.0421)",="(0.0406)"

="134.id",="0.183***",="0.676***"
="",="(0.0400)",="(0.0349)"

="135.id",="-0.0648",="-0.450***"
="",="(0.0400)",="(0.0378)"

="136.id",="-0.159***",="-0.385***"
="",="(0.0416)",="(0.0352)"

="137.id",="0.553***",="0.520***"
="",="(0.0465)",="(0.0414)"

="138.id",="0.851***",="0.764***"
="",="(0.0737)",="(0.0339)"

="139.id",="-0.122**",="-0.386***"
="",="(0.0479)",="(0.0291)"

="140.id",="-0.130***",="0.0439"
="",="(0.0396)",="(0.0336)"

="141.id",="0.721***",="0.0335"
="",="(0.0662)",="(0.0475)"

="142.id",="-0.0111",="0.561***"
="",="(0.0499)",="(0.0455)"

="143.id",="0.0200",="-0.448***"
="",="(0.0382)",="(0.0415)"

="144.id",="0.213***",="-0.0280"
="",="(0.0380)",="(0.0284)"

="145.id",="-0.799***",="-0.641***"
="",="(0.0427)",="(0.0239)"

="146.id",="0.103**",="-0.110***"
="",="(0.0437)",="(0.0405)"

="147.id",="-0.377***",="0.143***"
="",="(0.0286)",="(0.0300)"

="148.id",="0.528***",="0.232***"
="",="(0.0491)",="(0.0344)"

="149.id",="0.264***",="-0.661***"
="",="(0.0439)",="(0.0317)"

="150.id",="-0.0486",="-0.177***"
="",="(0.0475)",="(0.0305)"

="151.id",="-0.0471",="-0.0943**"
="",="(0.0391)",="(0.0454)"

="152.id",="-0.104***",="0.416***"
="",="(0.0336)",="(0.0468)"

="153.id",="-0.0603",="-0.667***"
="",="(0.0376)",="(0.0251)"

="154.id",="0.455***",="0.0835**"
="",="(0.0483)",="(0.0396)"

="155.id",="0.506***",="-0.214***"
="",="(0.0494)",="(0.0294)"

="156.id",="-0.241***",="-0.0593"
="",="(0.0361)",="(0.0402)"

="157.id",="-0.342***",="-1.025***"
="",="(0.0279)",="(0.0546)"

="158.id",="-0.278***",="-0.668***"
="",="(0.0347)",="(0.0326)"

="159.id",="0.230***",="-0.296***"
="",="(0.0382)",="(0.0329)"

="160.id",="-0.385***",="-0.582***"
="",="(0.0419)",="(0.0333)"

="161.id",="0.318***",="-0.736***"
="",="(0.0428)",="(0.0411)"

="162.id",="-0.154***",="-0.323***"
="",="(0.0506)",="(0.0298)"

="163.id",="0.354***",="0.497***"
="",="(0.0579)",="(0.0596)"

="164.id",="0.139***",="-0.585***"
="",="(0.0385)",="(0.0495)"

="165.id",="0.390***",="-0.455***"
="",="(0.0475)",="(0.0360)"

="166.id",="0.0475",="-0.674***"
="",="(0.0554)",="(0.0518)"

="167.id",="0.429***",="-0.514***"
="",="(0.0426)",="(0.0415)"

="168.id",="-0.428***",="-0.0199"
="",="(0.0431)",="(0.0249)"

="169.id",="-0.163***",="-0.200***"
="",="(0.0312)",="(0.0282)"

="170.id",="-0.00618",="0.128***"
="",="(0.0385)",="(0.0255)"

="171.id",="-0.106***",="-0.0456"
="",="(0.0326)",="(0.0303)"

="172.id",="0.249***",="0.187***"
="",="(0.0454)",="(0.0367)"

="173.id",="0.171***",="0.587***"
="",="(0.0562)",="(0.0566)"

="174.id",="0.313***",="-0.236***"
="",="(0.0366)",="(0.0319)"

="175.id",="0.628***",="-0.288***"
="",="(0.0421)",="(0.0583)"

="176.id",="0.515***",="-0.196***"
="",="(0.0414)",="(0.0304)"

="177.id",="0.324***",="-0.412***"
="",="(0.0579)",="(0.0240)"

="178.id",="-0.0209",="0.532***"
="",="(0.0748)",="(0.0302)"

="179.id",="0.0784*",="0.223***"
="",="(0.0438)",="(0.0300)"

="180.id",="0.0482",="0.652***"
="",="(0.0404)",="(0.0411)"

="181.id",="0.217***",="-0.188***"
="",="(0.0506)",="(0.0250)"

="182.id",="0.153***",="-0.412***"
="",="(0.0421)",="(0.0271)"

="183.id",="0.178***",="-0.607***"
="",="(0.0362)",="(0.0261)"

="184.id",="0.222***",="-1.029***"
="",="(0.0539)",="(0.0359)"

="185.id",="0.654***",="-0.447***"
="",="(0.0407)",="(0.0306)"

="186.id",="-0.188***",="0.503***"
="",="(0.0390)",="(0.0271)"

="187.id",="0.262***",="-0.0475"
="",="(0.0373)",="(0.0381)"

="188.id",="-0.261***",="0.452***"
="",="(0.0243)",="(0.0330)"

="189.id",="0.0260",="-0.808***"
="",="(0.0347)",="(0.0399)"

="190.id",="-0.0558**",="-1.346***"
="",="(0.0276)",="(0.0481)"

="191.id",="0.220***",="0.547***"
="",="(0.0586)",="(0.0425)"

="192.id",="0.341***",="0.612***"
="",="(0.0412)",="(0.0292)"

="193.id",="0.141**",="0.412***"
="",="(0.0633)",="(0.0417)"

="194.id",="-0.321***",="0.177***"
="",="(0.0286)",="(0.0418)"

="195.id",="0.126***",="1.293***"
="",="(0.0445)",="(0.0399)"

="196.id",="0.277***",="0.0351"
="",="(0.0439)",="(0.0245)"

="197.id",="0.254***",="-0.253***"
="",="(0.0306)",="(0.0235)"

="198.id",="0.0757**",="0.0488"
="",="(0.0331)",="(0.0309)"

="199.id",="0.137***",="-0.341***"
="",="(0.0499)",="(0.0369)"

="200.id",="0.284***",="-0.511***"
="",="(0.0491)",="(0.0652)"

="201.id",="0.119**",="-0.188***"
="",="(0.0523)",="(0.0268)"

="202.id",="0.0695*",="-0.277***"
="",="(0.0410)",="(0.0364)"

="203.id",="0.383***",="0.477***"
="",="(0.0407)",="(0.0437)"

="204.id",="0.452***",="0.388***"
="",="(0.0489)",="(0.0689)"

="205.id",="0.599***",="-0.141***"
="",="(0.0533)",="(0.0315)"

="206.id",="-0.426***",="-0.0601"
="",="(0.0413)",="(0.0385)"

="207.id",="-0.287***",="0.299***"
="",="(0.0492)",="(0.0506)"

="208.id",="-0.262***",="-0.149***"
="",="(0.0407)",="(0.0401)"

="209.id",="0.466***",="0.147***"
="",="(0.0461)",="(0.0449)"

="210.id",="-0.271***",="-0.0214"
="",="(0.0358)",="(0.0483)"

="211.id",="-0.915***",="-0.441***"
="",="(0.0497)",="(0.0175)"

="212.id",="-0.137***",="0.142***"
="",="(0.0440)",="(0.0390)"

="213.id",="0.318***",="0.164***"
="",="(0.0576)",="(0.0403)"

="214.id",="-0.231***",="-0.775***"
="",="(0.0381)",="(0.0374)"

="215.id",="-0.551***",="-0.0858**"
="",="(0.0346)",="(0.0381)"

="216.id",="0.0168",="-0.226***"
="",="(0.0415)",="(0.0288)"

="217.id",="0.434***",="-0.362***"
="",="(0.0515)",="(0.0575)"

="218.id",="0.317***",="-0.545***"
="",="(0.0514)",="(0.0380)"

="219.id",="-0.135***",="-0.466***"
="",="(0.0511)",="(0.0397)"

="220.id",="0.175***",="0.134***"
="",="(0.0488)",="(0.0284)"

="221.id",="0.236***",="0.471***"
="",="(0.0520)",="(0.0369)"

="222.id",="-0.555***",="-0.287***"
="",="(0.0477)",="(0.0300)"

="223.id",="-0.570***",="-0.0921**"
="",="(0.0404)",="(0.0438)"

="224.id",="0.108**",="-0.346***"
="",="(0.0491)",="(0.0342)"

="225.id",="-0.328***",="-0.308***"
="",="(0.0290)",="(0.0315)"

="226.id",="0.578***",="0.220***"
="",="(0.0507)",="(0.0436)"

="227.id",="0.00415",="-0.123***"
="",="(0.0449)",="(0.0345)"

="228.id",="0.578***",="0.291***"
="",="(0.0472)",="(0.0373)"

="229.id",="0.590***",="0.0742**"
="",="(0.0431)",="(0.0340)"

="230.id",="-0.333***",="0.483***"
="",="(0.0716)",="(0.0361)"

="231.id",="-0.0401",="-0.160***"
="",="(0.0376)",="(0.0370)"

="232.id",="0.259***",="-0.226***"
="",="(0.0361)",="(0.0237)"

="233.id",="0.152***",="-0.321***"
="",="(0.0389)",="(0.0349)"

="234.id",="0.506***",="0.0106"
="",="(0.0401)",="(0.0393)"

="235.id",="-0.0834*",="-0.501***"
="",="(0.0487)",="(0.0383)"

="236.id",="0.0447",="0.0165"
="",="(0.0386)",="(0.0368)"

="237.id",="-0.197***",="0.479***"
="",="(0.0441)",="(0.0606)"

="238.id",="0.373***",="0.869***"
="",="(0.0382)",="(0.0614)"

="239.id",="0.346***",="0.223***"
="",="(0.0416)",="(0.0376)"

="240.id",="0.105**",="0.708***"
="",="(0.0512)",="(0.0479)"

="241.id",="0.207***",="-1.061***"
="",="(0.0425)",="(0.0456)"

="242.id",="-0.345***",="-0.162***"
="",="(0.0360)",="(0.0263)"

="243.id",="0.0904",="0.283***"
="",="(0.0564)",="(0.0333)"

="244.id",="0.0829*",="-0.278***"
="",="(0.0448)",="(0.0393)"

="245.id",="-0.0843**",="-1.035***"
="",="(0.0379)",="(0.0545)"

="246.id",="0.356***",="-0.181***"
="",="(0.0412)",="(0.0206)"

="247.id",="-0.171***",="-0.395***"
="",="(0.0362)",="(0.0356)"

="248.id",="-0.00980",="-0.589***"
="",="(0.0468)",="(0.0389)"

="249.id",="-0.516***",="-0.312***"
="",="(0.0437)",="(0.0495)"

="250.id",="0.229***",="-0.419***"
="",="(0.0404)",="(0.0279)"

="251.id",="-0.501***",="-0.322***"
="",="(0.0383)",="(0.0396)"

="252.id",="-0.0280",="-0.293***"
="",="(0.0439)",="(0.0699)"

="253.id",="-0.0396",="-0.397***"
="",="(0.0466)",="(0.0354)"

="254.id",="0.126***",="0.0715**"
="",="(0.0282)",="(0.0296)"

="255.id",="-0.0379",="0.381***"
="",="(0.0549)",="(0.0451)"

="256.id",="0.493***",="-0.142***"
="",="(0.0380)",="(0.0258)"

="257.id",="-0.144***",="0.235***"
="",="(0.0329)",="(0.0282)"

="258.id",="0.362***",="0.159***"
="",="(0.0428)",="(0.0362)"

="259.id",="-0.340***",="-0.614***"
="",="(0.0475)",="(0.0383)"

="260.id",="-0.0796",="-0.612***"
="",="(0.0492)",="(0.0340)"

="261.id",="-0.110***",="-0.000276"
="",="(0.0346)",="(0.0347)"

="262.id",="0.0788**",="0.289***"
="",="(0.0360)",="(0.0545)"

="263.id",="-0.620***",="0.429***"
="",="(0.0517)",="(0.0323)"

="264.id",="-0.252***",="-0.652***"
="",="(0.0323)",="(0.0465)"

="265.id",="-0.441***",="-0.470***"
="",="(0.0389)",="(0.0363)"

="266.id",="-0.0152",="-1.047***"
="",="(0.0357)",="(0.0468)"

="267.id",="0.624***",="-0.180***"
="",="(0.0416)",="(0.0374)"

="268.id",="-0.376***",="0.0639*"
="",="(0.0339)",="(0.0388)"

="269.id",="0.0875",="0.473***"
="",="(0.0550)",="(0.0369)"

="270.id",="-0.197***",="0.0947**"
="",="(0.0388)",="(0.0387)"

="271.id",="-0.366***",="-0.248***"
="",="(0.0451)",="(0.0278)"

="272.id",="-0.138**",="0.670***"
="",="(0.0551)",="(0.0636)"

="273.id",="0.165***",="0.165***"
="",="(0.0399)",="(0.0456)"

="274.id",="0.134***",="-0.313***"
="",="(0.0375)",="(0.0223)"

="275.id",="-0.191***",="-0.0613**"
="",="(0.0498)",="(0.0310)"

="276.id",="-0.0138",="-0.161***"
="",="(0.0305)",="(0.0269)"

="277.id",="0.0904**",="-0.134***"
="",="(0.0356)",="(0.0300)"

="278.id",="-0.277***",="-0.424***"
="",="(0.0475)",="(0.0279)"

="279.id",="0.173***",="0.0661"
="",="(0.0361)",="(0.0417)"

="280.id",="0.570***",="-0.195***"
="",="(0.0463)",="(0.0349)"

="281.id",="0.182***",="0.357***"
="",="(0.0682)",="(0.0429)"

="282.id",="0.196***",="-0.509***"
="",="(0.0470)",="(0.0338)"

="283.id",="0.170***",="0.0675"
="",="(0.0396)",="(0.0485)"

="284.id",="-0.0381",="-0.633***"
="",="(0.0475)",="(0.0278)"

="285.id",="-0.193***",="-0.287***"
="",="(0.0290)",="(0.0595)"

="286.id",="0.131***",="0.00343"
="",="(0.0393)",="(0.0295)"

="287.id",="-0.0428",="-0.107**"
="",="(0.0338)",="(0.0433)"

="288.id",="-0.0343",="-0.442***"
="",="(0.0339)",="(0.0281)"

="289.id",="-0.0872***",="-0.144***"
="",="(0.0326)",="(0.0339)"

="290.id",="-0.166***",="-0.0975***"
="",="(0.0434)",="(0.0283)"

="291.id",="0.0473",="-0.768***"
="",="(0.0310)",="(0.0462)"

="292.id",="-0.144***",="-0.0983**"
="",="(0.0355)",="(0.0397)"

="293.id",="0.230***",="0.163***"
="",="(0.0284)",="(0.0357)"

="294.id",="-0.265***",="-0.152***"
="",="(0.0389)",="(0.0473)"

="295.id",="0.355***",="0.132**"
="",="(0.0367)",="(0.0530)"

="296.id",="0.313***",="-0.139***"
="",="(0.0344)",="(0.0412)"

="297.id",="-0.188***",="-0.0826***"
="",="(0.0551)",="(0.0307)"

="298.id",="-0.274***",="-0.295***"
="",="(0.0391)",="(0.0439)"

="299.id",="0.380***",="-0.195***"
="",="(0.0477)",="(0.0280)"

="300.id",="0.167***",="-0.866***"
="",="(0.0390)",="(0.0424)"

="301.id",="-0.143***",="0.711***"
="",="(0.0401)",="(0.0373)"

="302.id",="0.395***",="0.0497"
="",="(0.0380)",="(0.0415)"

="303.id",="0.612***",="-0.746***"
="",="(0.0459)",="(0.0265)"

="304.id",="0.201***",="-0.244***"
="",="(0.0427)",="(0.0480)"

="305.id",="-0.0300",="0.445***"
="",="(0.0327)",="(0.0420)"

="306.id",="-0.441***",="-0.102***"
="",="(0.0488)",="(0.0286)"

="307.id",="0.632***",="0.676***"
="",="(0.0639)",="(0.0343)"

="308.id",="0.547***",="0.295***"
="",="(0.0419)",="(0.0436)"

="309.id",="0.0136",="-0.848***"
="",="(0.0394)",="(0.0228)"

="310.id",="-0.407***",="0.184***"
="",="(0.0427)",="(0.0302)"

="311.id",="-0.327***",="0.404***"
="",="(0.0477)",="(0.0278)"

="312.id",="0.691***",="-0.220***"
="",="(0.0422)",="(0.0195)"

="313.id",="-0.497***",="-0.167***"
="",="(0.0381)",="(0.0254)"

="314.id",="0.0979**",="-0.0448"
="",="(0.0461)",="(0.0323)"

="315.id",="0.854***",="0.0496"
="",="(0.0553)",="(0.0354)"

="316.id",="-0.347***",="0.0401*"
="",="(0.0530)",="(0.0213)"

="317.id",="0.0502*",="-0.0268"
="",="(0.0290)",="(0.0520)"

="318.id",="-0.345***",="-0.335***"
="",="(0.0475)",="(0.0431)"

="319.id",="0.0947***",="-0.0693*"
="",="(0.0335)",="(0.0408)"

="320.id",="0.298***",="0.575***"
="",="(0.0514)",="(0.0342)"

="321.id",="0.288***",="-0.00537"
="",="(0.0777)",="(0.0305)"

="322.id",="0.879***",="-0.388***"
="",="(0.0664)",="(0.0260)"

="323.id",="0.177***",="-0.346***"
="",="(0.0428)",="(0.0360)"

="324.id",="-0.396***",="-0.141***"
="",="(0.0537)",="(0.0310)"

="325.id",="0.445***",="0.469***"
="",="(0.0485)",="(0.0289)"

="326.id",="0.0787*",="-0.853***"
="",="(0.0467)",="(0.0347)"

="327.id",="0.259***",="0.418***"
="",="(0.0521)",="(0.0446)"

="328.id",="-0.580***",="-0.155***"
="",="(0.0498)",="(0.0302)"

="329.id",="0.151***",="0.803***"
="",="(0.0412)",="(0.0413)"

="330.id",="0.618***",="0.146***"
="",="(0.0460)",="(0.0460)"

="331.id",="0.0702**",="-0.449***"
="",="(0.0347)",="(0.0290)"

="332.id",="0.218***",="0.385***"
="",="(0.0524)",="(0.0323)"

="333.id",="0",="0"
="",="(.)",="(.)"

="2013.year",="0",="0"
="",="(.)",="(.)"

="2014.year",="-0.0887",="0.0967"
="",="(0.0697)",="(0.0722)"

="2015.year",="-0.0682",="0.00207"
="",="(0.0710)",="(0.0697)"

="2016.year",="-0.0296",="0.0543"
="",="(0.0765)",="(0.0687)"

="2017.year",="-0.0396",="0.00637"
="",="(0.0732)",="(0.0714)"

="2018.year",="0.0114",="0.0416"
="",="(0.0711)",="(0.0715)"

="2019.year",="-0.0873",="0.0303"
="",="(0.0755)",="(0.0664)"

="2020.year",="0.0431",="0.0343"
="",="(0.0755)",="(0.0689)"

="2021.year",="-0.0213",="0.103"
="",="(0.0745)",="(0.0728)"

="2022.year",="0.0793",="0.130*"
="",="(0.0744)",="(0.0721)"

="_cons",="-3.399***",="-3.506***"
="",="(0.571)",="(0.536)"

="/",="",=""
="lnalpha",="-1.620***",="-1.615***"
="",="(0.0602)",="(0.0535)"

="N",="1669",="1660"
="对数似然值",="-4939.0",="-5280.9"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
