
="",="(0.0184)",="",="(0.0177)"

="105.id",="-0.0116",="",="-0.104***"
="",="(0.0145)",="",="(0.0189)"

="106.id",="0.432***",="",="0.526***"
="",="(0.0185)",="",="(0.0178)"

="107.id",="-0.419***",="",="-0.381***"
="",="(0.0232)",="",="(0.0247)"

="108.id",="-0.0963***",="",="-0.0733***"
="",="(0.0177)",="",="(0.0206)"

="109.id",="-0.386***",="",="-0.437***"
="",="(0.0232)",="",="(0.0248)"

="110.id",="0.423***",="",="0.357***"
="",="(0.0145)",="",="(0.0155)"

="111.id",="-0.0118",="",="0.103***"
="",="(0.0191)",="",="(0.0203)"

="112.id",="0.486***",="",="0.410***"
="",="(0.0193)",="",="(0.0150)"

="113.id",="-0.0564**",="",="-0.0674***"
="",="(0.0247)",="",="(0.0238)"

="114.id",="-0.214***",="",="-0.0524***"
="",="(0.0193)",="",="(0.0169)"

="115.id",="-0.304***",="",="-0.483***"
="",="(0.0180)",="",="(0.0183)"

="116.id",="-0.299***",="",="-0.415***"
="",="(0.0130)",="",="(0.0117)"

="117.id",="-0.0986***",="",="-0.187***"
="",="(0.0163)",="",="(0.0185)"

="118.id",="-0.531***",="",="-0.710***"
="",="(0.0126)",="",="(0.0131)"

="119.id",="-0.214***",="",="-0.144***"
="",="(0.0106)",="",="(0.0113)"

="120.id",="0.0125",="",="-0.0436**"
="",="(0.0145)",="",="(0.0172)"

="121.id",="0.00387",="",="0.129***"
="",="(0.0145)",="",="(0.0180)"

="122.id",="0.241***",="",="0.230***"
="",="(0.0217)",="",="(0.0276)"

="123.id",="0.249***",="",="0.299***"
="",="(0.0160)",="",="(0.0225)"

="124.id",="0.267***",="",="0.328***"
="",="(0.0169)",="",="(0.0162)"

="125.id",="0.215***",="",="0.221***"
="",="(0.0138)",="",="(0.0155)"

="126.id",="0.0452***",="",="-0.0168"
="",="(0.0164)",="",="(0.0170)"

="127.id",="0.522***",="",="0.668***"
="",="(0.0237)",="",="(0.0229)"

="128.id",="0.723***",="",="0.895***"
="",="(0.0171)",="",="(0.0232)"

="129.id",="0.0215",="",="0.0175"
="",="(0.0223)",="",="(0.0233)"

="130.id",="-0.0645***",="",="0.0455"
="",="(0.0226)",="",="(0.0286)"

="131.id",="0.118***",="",="0.0126"
="",="(0.0243)",="",="(0.0245)"

="132.id",="-0.0768***",="",="-0.167***"
="",="(0.0170)",="",="(0.0199)"

="133.id",="0.0533**",="",="0.186***"
="",="(0.0232)",="",="(0.0274)"

="134.id",="0.476***",="",="0.546***"
="",="(0.0208)",="",="(0.0256)"

="135.id",="-0.191***",="",="-0.267***"
="",="(0.0142)",="",="(0.0202)"

="136.id",="-0.250***",="",="-0.305***"
="",="(0.0145)",="",="(0.0153)"

="137.id",="0.623***",="",="0.752***"
="",="(0.0165)",="",="(0.0197)"

="138.id",="0.779***",="",="0.952***"
="",="(0.0265)",="",="(0.0289)"

="139.id",="-0.176***",="",="-0.264***"
="",="(0.0173)",="",="(0.0188)"

="140.id",="0.0661***",="",="-0.00576"
="",="(0.00580)",="",="(0.0126)"

="141.id",="0.359***",="",="0.454***"
="",="(0.0220)",="",="(0.0223)"

="142.id",="0.102***",="",="0.345***"
="",="(0.0226)",="",="(0.0334)"

="143.id",="-0.115***",="",="-0.240***"
="",="(0.0218)",="",="(0.0224)"

="144.id",="0.00861",="",="0.0397**"
="",="(0.0162)",="",="(0.0191)"

="145.id",="-0.674***",="",="-0.667***"
="",="(0.0193)",="",="(0.0197)"

="146.id",="-0.0115",="",="-0.129***"
="",="(0.0159)",="",="(0.0153)"

="147.id",="-0.0851***",="",="-0.00201"
="",="(0.0229)",="",="(0.0259)"

="148.id",="0.457***",="",="0.391***"
="",="(0.0121)",="",="(0.0159)"

="149.id",="-0.167***",="",="-0.254***"
="",="(0.0121)",="",="(0.0139)"

="150.id",="-0.0970***",="",="-0.210***"
="",="(0.0238)",="",="(0.0228)"

="151.id",="-0.0617***",="",="-0.177***"
="",="(0.0177)",="",="(0.0191)"

="152.id",="0.164***",="",="0.191***"
="",="(0.0179)",="",="(0.0237)"

="153.id",="-0.437***",="",="-0.433***"
="",="(0.0240)",="",="(0.0227)"

="154.id",="0.356***",="",="0.307***"
="",="(0.0229)",="",="(0.0259)"

="155.id",="-0.0736***",="",="0.0245"
="",="(0.0207)",="",="(0.0208)"

="156.id",="-0.184***",="",="-0.138***"
="",="(0.0149)",="",="(0.0174)"

="157.id",="-0.378***",="",="-0.568***"
="",="(0.0207)",="",="(0.0238)"

="158.id",="-0.384***",="",="-0.533***"
="",="(0.0165)",="",="(0.0181)"

="159.id",="-0.135***",="",="-0.120***"
="",="(0.0222)",="",="(0.0245)"

="160.id",="-0.471***",="",="-0.529***"
="",="(0.0187)",="",="(0.0217)"

="161.id",="-0.236***",="",="-0.260***"
="",="(0.0236)",="",="(0.0233)"

="162.id",="-0.186***",="",="-0.274***"
="",="(0.0142)",="",="(0.0173)"

="163.id",="0.346***",="",="0.564***"
="",="(0.0262)",="",="(0.0414)"

="164.id",="-0.0524**",="",="-0.150***"
="",="(0.0263)",="",="(0.0282)"

="165.id",="-0.123***",="",="0.0274"
="",="(0.0134)",="",="(0.0201)"

="166.id",="-0.298***",="",="-0.355***"
="",="(0.0280)",="",="(0.0323)"

="167.id",="0.0196",="",="-0.0249"
="",="(0.0208)",="",="(0.0221)"

="168.id",="-0.243***",="",="-0.293***"
="",="(0.0177)",="",="(0.0158)"

="169.id",="-0.217***",="",="-0.204***"
="",="(0.0144)",="",="(0.0169)"

="170.id",="-0.0265",="",="0.0545***"
="",="(0.0180)",="",="(0.0131)"

="171.id",="-0.191***",="",="-0.190***"
="",="(0.0176)",="",="(0.0198)"

="172.id",="0.220***",="",="0.256***"
="",="(0.0205)",="",="(0.0255)"

="173.id",="0.505***",="",="0.636***"
="",="(0.0192)",="",="(0.0336)"

="174.id",="-0.0319*",="",="-0.0451*"
="",="(0.0185)",="",="(0.0241)"

="175.id",="0.478***",="",="0.363***"
="",="(0.0214)",="",="(0.0220)"

="176.id",="0.109***",="",="0.0311*"
="",="(0.0139)",="",="(0.0172)"

="177.id",="-0.209***",="",="-0.159***"
="",="(0.0185)",="",="(0.0216)"

="178.id",="0.322***",="",="0.639***"
="",="(0.0162)",="",="(0.0223)"

="179.id",="-0.00558",="",="0.126***"
="",="(0.0131)",="",="(0.0161)"

="180.id",="0.360***",="",="0.523***"
="",="(0.0200)",="",="(0.0257)"

="181.id",="-0.00107",="",="-0.0359*"
="",="(0.0197)",="",="(0.0187)"

="182.id",="-0.189***",="",="-0.205***"
="",="(0.0112)",="",="(0.0117)"

="183.id",="-0.244***",="",="-0.311***"
="",="(0.00955)",="",="(0.00904)"

="184.id",="-0.587***",="",="-0.470***"
="",="(0.0158)",="",="(0.0196)"

="185.id",="-0.0584***",="",="-0.0765***"
="",="(0.0209)",="",="(0.0242)"

="186.id",="0.158***",="",="0.278***"
="",="(0.0243)",="",="(0.0256)"

="187.id",="0.102***",="",="0.181***"
="",="(0.0183)",="",="(0.0239)"

="188.id",="-0.0514***",="",="-0.0175"
="",="(0.0157)",="",="(0.0196)"

="189.id",="-0.160***",="",="-0.322***"
="",="(0.0218)",="",="(0.0239)"

="190.id",="-0.422***",="",="-0.467***"
="",="(0.0254)",="",="(0.0269)"

="191.id",="0.271***",="",="0.653***"
="",="(0.0111)",="",="(0.0149)"

="192.id",="0.455***",="",="0.605***"
="",="(0.0180)",="",="(0.0217)"

="193.id",="0.234***",="",="0.308***"
="",="(0.0329)",="",="(0.0363)"

="194.id",="-0.281***",="",="-0.190***"
="",="(0.0182)",="",="(0.0202)"

="195.id",="0.653***",="",="0.890***"
="",="(0.0124)",="",="(0.0206)"

="196.id",="0.0752***",="",="0.0757***"
="",="(0.0149)",="",="(0.0193)"

="197.id",="-0.0342***",="",="-0.0281**"
="",="(0.00910)",="",="(0.0120)"

="198.id",="-0.102***",="",="0.00169"
="",="(0.0157)",="",="(0.0199)"

="199.id",="-0.199***",="",="-0.115***"
="",="(0.0219)",="",="(0.0259)"

="200.id",="0.183***",="",="0.0310"
="",="(0.0243)",="",="(0.0258)"

="201.id",="-0.117***",="",="-0.0868***"
="",="(0.0117)",="",="(0.0154)"

="202.id",="-0.175***",="",="-0.211***"
="",="(0.0150)",="",="(0.0174)"

="203.id",="0.415***",="",="0.515***"
="",="(0.0254)",="",="(0.0231)"

="204.id",="0.544***",="",="0.613***"
="",="(0.0289)",="",="(0.0379)"

="205.id",="0.103***",="",="0.0681***"
="",="(0.0174)",="",="(0.0161)"

="206.id",="-0.508***",="",="-0.364***"
="",="(0.0197)",="",="(0.0195)"

="207.id",="0.0210",="",="0.0602**"
="",="(0.0245)",="",="(0.0306)"

="208.id",="-0.221***",="",="-0.353***"
="",="(0.0114)",="",="(0.0110)"

="209.id",="0.312***",="",="0.401***"
="",="(0.0256)",="",="(0.0253)"

="210.id",="-0.294***",="",="-0.250***"
="",="(0.0215)",="",="(0.0249)"

="211.id",="-0.432***",="",="-0.414***"
="",="(0.00745)",="",="(0.0111)"

="212.id",="-0.145***",="",="-0.0450**"
="",="(0.0205)",="",="(0.0229)"

="213.id",="0.349***",="",="0.357***"
="",="(0.0276)",="",="(0.0325)"

="214.id",="-0.410***",="",="-0.537***"
="",="(0.0154)",="",="(0.0157)"

="215.id",="-0.322***",="",="-0.288***"
="",="(0.0201)",="",="(0.0264)"

="216.id",="-0.146***",="",="-0.151***"
="",="(0.0103)",="",="(0.0112)"

="217.id",="0.133***",="",="0.170***"
="",="(0.0281)",="",="(0.0303)"

="218.id",="-0.235***",="",="-0.212***"
="",="(0.0182)",="",="(0.0222)"

="219.id",="-0.405***",="",="-0.375***"
="",="(0.0165)",="",="(0.0186)"

="220.id",="0.101***",="",="0.0733***"
="",="(0.0248)",="",="(0.0254)"

="221.id",="0.433***",="",="0.500***"
="",="(0.0212)",="",="(0.0210)"

="222.id",="-0.495***",="",="-0.315***"
="",="(0.0176)",="",="(0.0176)"

="223.id",="-0.331***",="",="-0.405***"
="",="(0.0195)",="",="(0.0221)"

="224.id",="-0.261***",="",="-0.197***"
="",="(0.0167)",="",="(0.0177)"

="225.id",="-0.255***",="",="-0.401***"
="",="(0.0163)",="",="(0.0172)"

="226.id",="0.450***",="",="0.548***"
="",="(0.0218)",="",="(0.0224)"

="227.id",="-0.143***",="",="-0.140***"
="",="(0.0248)",="",="(0.0276)"

="228.id",="0.437***",="",="0.483***"
="",="(0.0230)",="",="(0.0302)"

="229.id",="0.237***",="",="0.422***"
="",="(0.0139)",="",="(0.0177)"

="230.id",="0.385***",="",="0.608***"
="",="(0.0253)",="",="(0.0225)"

="231.id",="-0.0945***",="",="-0.182***"
="",="(0.0162)",="",="(0.0172)"

="232.id",="-0.243***",="",="-0.0584***"
="",="(0.0119)",="",="(0.0138)"

="233.id",="-0.189***",="",="-0.130***"
="",="(0.0175)",="",="(0.0211)"

="234.id",="0.322***",="",="0.314***"
="",="(0.0207)",="",="(0.0243)"

="235.id",="-0.302***",="",="-0.410***"
="",="(0.0210)",="",="(0.0187)"

="236.id",="-0.0584***",="",="-0.0764***"
="",="(0.0133)",="",="(0.0138)"

="237.id",="0.323***",="",="0.540***"
="",="(0.0300)",="",="(0.0312)"

="238.id",="0.633***",="",="0.653***"
="",="(0.0194)",="",="(0.0270)"

="239.id",="0.409***",="",="0.451***"
="",="(0.0130)",="",="(0.0152)"

="240.id",="0.253***",="",="0.511***"
="",="(0.0233)",="",="(0.0250)"

="241.id",="-0.289***",="",="-0.275***"
="",="(0.0239)",="",="(0.0242)"

="242.id",="-0.181***",="",="-0.156***"
="",="(0.0135)",="",="(0.0147)"

="243.id",="0.322***",="",="0.335***"
="",="(0.0191)",="",="(0.0193)"

="244.id",="-0.166***",="",="-0.162***"
="",="(0.0149)",="",="(0.0154)"

="245.id",="-0.249***",="",="-0.422***"
="",="(0.0198)",="",="(0.0215)"

="246.id",="-0.0576***",="",="-0.0637**"
="",="(0.0222)",="",="(0.0251)"

="247.id",="-0.417***",="",="-0.402***"
="",="(0.0201)",="",="(0.0184)"

="248.id",="-0.214***",="",="-0.302***"
="",="(0.0226)",="",="(0.0233)"

="249.id",="-0.426***",="",="-0.468***"
="",="(0.0200)",="",="(0.0219)"

="250.id",="-0.131***",="",="-0.119***"
="",="(0.0131)",="",="(0.0130)"

="251.id",="-0.354***",="",="-0.469***"
="",="(0.0120)",="",="(0.0128)"

="252.id",="-0.247***",="",="-0.282***"
="",="(0.0263)",="",="(0.0253)"

="253.id",="-0.307***",="",="-0.288***"
="",="(0.0126)",="",="(0.0124)"

="254.id",="-0.0114",="",="0.0522**"
="",="(0.0222)",="",="(0.0248)"

="255.id",="0.272***",="",="0.317***"
="",="(0.0245)",="",="(0.0263)"

="256.id",="0.328***",="",="0.289***"
="",="(0.0143)",="",="(0.0146)"

="257.id",="-0.0793***",="",="0.112***"
="",="(0.00849)",="",="(0.0137)"

="258.id",="0.188***",="",="0.259***"
="",="(0.0117)",="",="(0.0178)"

="259.id",="-0.499***",="",="-0.516***"
="",="(0.0181)",="",="(0.0217)"

="260.id",="-0.303***",="",="-0.361***"
="",="(0.0171)",="",="(0.0189)"

="261.id",="-0.0618***",="",="-0.0999***"
="",="(0.0224)",="",="(0.0243)"

="262.id",="0.267***",="",="0.245***"
="",="(0.0187)",="",="(0.0199)"

="263.id",="0.223***",="",="0.503***"
="",="(0.0210)",="",="(0.0197)"

="264.id",="-0.347***",="",="-0.523***"
="",="(0.0155)",="",="(0.0148)"

="265.id",="-0.472***",="",="-0.460***"
="",="(0.0164)",="",="(0.0191)"

="266.id",="-0.383***",="",="-0.457***"
="",="(0.0190)",="",="(0.0199)"

="267.id",="0.270***",="",="0.230***"
="",="(0.0255)",="",="(0.0213)"

="268.id",="-0.112***",="",="-0.174***"
="",="(0.0178)",="",="(0.0163)"

="269.id",="0.324***",="",="0.564***"
="",="(0.0208)",="",="(0.0242)"

="270.id",="-0.264***",="",="-0.0850***"
="",="(0.0225)",="",="(0.0281)"

="271.id",="-0.286***",="",="-0.287***"
="",="(0.0221)",="",="(0.0259)"

="272.id",="0.261***",="",="0.415***"
="",="(0.0185)",="",="(0.0224)"

="273.id",="0.114***",="",="0.0790***"
="",="(0.0268)",="",="(0.0290)"

="274.id",="-0.142***",="",="-0.193***"
="",="(0.00690)",="",="(0.0104)"

="275.id",="-0.194***",="",="-0.216***"
="",="(0.0150)",="",="(0.0167)"

="276.id",="-0.217***",="",="-0.128***"
="",="(0.0229)",="",="(0.0233)"

="277.id",="-0.165***",="",="-0.102***"
="",="(0.0173)",="",="(0.0206)"

="278.id",="-0.398***",="",="-0.379***"
="",="(0.0184)",="",="(0.0202)"

="279.id",="0.278***",="",="0.292***"
="",="(0.0140)",="",="(0.0167)"

="280.id",="-0.0262",="",="0.0404*"
="",="(0.0190)",="",="(0.0212)"

="281.id",="0.409***",="",="0.528***"
="",="(0.0223)",="",="(0.0219)"

="282.id",="-0.222***",="",="-0.236***"
="",="(0.0177)",="",="(0.0168)"

="283.id",="0.0394*",="",="-0.00566"
="",="(0.0202)",="",="(0.0231)"

="284.id",="-0.344***",="",="-0.397***"
="",="(0.0142)",="",="(0.0162)"

="285.id",="-0.243***",="",="-0.386***"
="",="(0.0219)",="",="(0.0247)"

="286.id",="0.0906***",="",="0.115***"
="",="(0.0163)",="",="(0.0156)"

="287.id",="-0.147***",="",="-0.171***"
="",="(0.0222)",="",="(0.0240)"

="288.id",="-0.226***",="",="-0.271***"
="",="(0.0182)",="",="(0.0216)"

="289.id",="-0.0444***",="",="-0.149***"
="",="(0.0106)",="",="(0.0123)"

="290.id",="-0.174***",="",="-0.138***"
="",="(0.0212)",="",="(0.0216)"

="291.id",="-0.281***",="",="-0.338***"
="",="(0.0181)",="",="(0.0175)"

="292.id",="-0.196***",="",="-0.144***"
="",="(0.0178)",="",="(0.0217)"

="293.id",="-0.0398**",="",="0.0706***"
="",="(0.0157)",="",="(0.0158)"

="294.id",="-0.192***",="",="-0.325***"
="",="(0.0177)",="",="(0.0182)"

="295.id",="0.160***",="",="0.269***"
="",="(0.0208)",="",="(0.0249)"

="296.id",="0.163***",="",="0.156***"
="",="(0.0137)",="",="(0.0139)"

="297.id",="-0.186***",="",="-0.127***"
="",="(0.0168)",="",="(0.0190)"

="298.id",="-0.298***",="",="-0.375***"
="",="(0.0186)",="",="(0.0205)"

="299.id",="-0.0367*",="",="-0.0494**"
="",="(0.0189)",="",="(0.0206)"

="300.id",="-0.226***",="",="-0.245***"
="",="(0.0167)",="",="(0.0204)"

="301.id",="0.196***",="",="0.363***"
="",="(0.0140)",="",="(0.0168)"

="302.id",="0.232***",="",="0.137***"
="",="(0.0181)",="",="(0.0177)"

="303.id",="-0.282***",="",="-0.152***"
="",="(0.0162)",="",="(0.0202)"

="304.id",="-0.229***",="",="-0.0659***"
="",="(0.0202)",="",="(0.0234)"

="305.id",="0.226***",="",="0.217***"
="",="(0.0167)",="",="(0.0188)"

="306.id",="-0.349***",="",="-0.334***"
="",="(0.0213)",="",="(0.0234)"

="307.id",="0.739***",="",="0.858***"
="",="(0.0211)",="",="(0.0217)"

